ingredient_id,ingredient_name,language,category_id,category_name,subcategory_id,subcategory_name,reasoning,processed_at
647,Ликер barack,RUS,23,Ликер,589.0,Фруктовый,"Ликер barack — это абрикосовый ликер, традиционный для Венгрии, где 'barack' означает 'абрикос'. Абрикос — фрукт, поэтому наиболее подходящей и конкретной подкатегорией для этого ингредиента будет 'Фр",2025-08-20T18:44:36.017530
648,Ликер batida de coco,RUS,23,Ликер,601.0,Ореховый,"Batida de Coco — это ликер с выраженным вкусом и ароматом кокоса, который ботанически является орехом. В составе используются кокосовое молоко и мякоть кокоса, что делает его наиболее подходящим для п",2025-08-20T18:44:34.892961
649,Ликер benedictine dom,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Benedictine DOM производится на основе спирта, меда и смеси из 27 трав и специй, включая такие компоненты, как можжевельник, шафран, шалфей, мелисса, кориандр, гвоздика, корица и другие пряные и",2025-08-20T18:45:01.593311
650,Ликер cherry brandy,RUS,23,Ликер,599.0,Ягодный,"Ликер cherry brandy — это вишневый ликер, который изготавливается на основе ягод вишни и обладает насыщенным ягодным вкусом и ароматом. Вишня — это ягода, поэтому наиболее точной и конкретной подкатег",2025-08-20T18:45:00.593555
651,Ликер cherry heering,RUS,23,Ликер,599.0,Ягодный,"Ликер Cherry Heering производится из вишни, которая относится к ягодам. В описаниях подчеркивается его насыщенный вишневый (ягодный) вкус и аромат, а также его классификация как вишневого ликера. Сред",2025-08-20T18:45:01.192195
652,Ликер cointreau,RUS,23,Ликер,589.0,Фруктовый,"Ликер Cointreau производится на основе сладких и горьких апельсинов, что делает его классическим представителем фруктовых ликеров, а именно цитрусовых. В составе основным ингредиентом выступают апельс",2025-08-20T18:45:02.950126
653,Ликер creme de cacao,RUS,23,Ликер,,,"Creme de cacao — это шоколадный ликер на основе какао-бобов, иногда с добавлением ванили. Среди доступных подкатегорий нет варианта, связанного с шоколадом или какао. Подкатегория 'Кофейный' не подход",2025-08-20T18:45:03.870786
654,Ликер creme de cassis,RUS,23,Ликер,599.0,Ягодный,"Ликёр creme de cassis производится исключительно из чёрной смородины, которая относится к ягодам. Все основные источники прямо указывают, что это сладкий ягодный ликёр из чёрной смородины, а его вкус ",2025-08-20T18:45:19.538515
655,Ликер creme de menthe,RUS,23,Ликер,595.0,Мятный,"Ликер creme de menthe изготавливается на основе перечной мяты и обладает ярко выраженным мятным вкусом и ароматом, что подтверждается описаниями всех представленных источников. Это делает подкатегорию",2025-08-20T18:45:18.644566
656,Ликер creme debanane,RUS,23,Ликер,589.0,Фруктовый,"Ликер creme de banane обладает ярко выраженным вкусом и ароматом спелого банана, что подтверждается описаниями большинства производителей. Банан — это фрукт, а сам ликер относится к фруктовым алкоголь",2025-08-20T18:45:18.708322
657,Ликер creme decassis,RUS,23,Ликер,599.0,Ягодный,"Ликер Creme de Cassis производится исключительно из ягод черной смородины, что подтверждается описаниями состава и технологии производства во всех источниках. Черная смородина — это ягода, а сам ликер",2025-08-20T18:45:18.415220
658,Ликер cremede menthe,RUS,23,Ликер,595.0,Мятный,"Ликер Crème de menthe производится на основе перечной мяты, обладает ярко выраженным мятным вкусом и ароматом, что полностью соответствует подкатегории 'Мятный'. Другие подкатегории не подходят, так к",2025-08-20T18:45:18.415077
659,Ликер crenadine,RUS,23,Ликер,599.0,Ягодный,"Гренадин традиционно изготавливается из граната и иногда других красных ягод, что придаёт ему характерный ягодный вкус и аромат. В описаниях ликёра и сиропа гренадин подчёркиваются гранатовые и ягодны",2025-08-20T18:45:37.044046
660,Ликер crème de banane,RUS,23,Ликер,589.0,Фруктовый,"Ликер crème de banane обладает выраженным банановым вкусом и ароматом, изготавливается на основе бананов и относится к фруктовым алкогольным напиткам, что подтверждается описаниями производителей и кл",2025-08-20T18:45:33.033529
661,Ликер crème de café,RUS,23,Ликер,591.0,Кофейный,"Ликер crème de café производится на основе кофейных зерен и обладает ярко выраженным кофейным вкусом и ароматом, что подтверждается описаниями всех найденных источников. Это однозначно относит его к к",2025-08-20T18:45:33.159358
662,Ликер crème de cassis,RUS,23,Ликер,599.0,Ягодный,"Crème de cassis — это ликёр, приготовленный из ягод чёрной смородины, что прямо указывает на его принадлежность к ягодным ликёрам. В составе и описаниях напитка подчёркивается именно ягодная природа в",2025-08-20T18:45:34.607600
663,Ликер crème de menthe,RUS,23,Ликер,595.0,Мятный,"Ликер crème de menthe — это классический мятный ликер, основным ингредиентом которого является мята. Его вкус и аромат полностью определяются мятой, что подтверждается описаниями всех представленных б",2025-08-20T18:45:33.320284
664,Ликер curacao blue,RUS,23,Ликер,589.0,Фруктовый,"Ликёр Blue Curacao производится из винного спирта с добавлением высушенной апельсиновой корки, что придаёт ему выраженный цитрусовый (апельсиновый) вкус и аромат. Основной вкусовой профиль — фруктовый",2025-08-20T18:45:52.340842
665,Ликер curacao triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер curacao triple sec — это апельсиновый ликер, основным ингредиентом которого является цедра сладких и горьких апельсинов, иногда с добавлением лимонной цедры. Он обладает ярко выраженным фруктовы",2025-08-20T18:45:50.919639
666,Ликер curasao,RUS,23,Ликер,589.0,Фруктовый,"Ликёр Кюрасао изготавливается с добавлением высушенной апельсиновой корки, что придаёт ему выраженный фруктовый (цитрусовый) вкус и аромат. Основным вкусообразующим компонентом являются именно фрукты ",2025-08-20T18:45:52.145231
667,Ликер curasao blue,RUS,23,Ликер,589.0,Фруктовый,"Ликёр Blue Curacao изготавливается на основе настоя цедры горьких апельсинов и обладает ярко выраженным цитрусовым (апельсиновым) вкусом, что однозначно относит его к фруктовым ликёрам, так как основн",2025-08-20T18:45:50.871194
668,Ликер curasao orange,RUS,23,Ликер,589.0,Фруктовый,"Ликер curasao orange производится на основе кожуры апельсинов и обладает ярко выраженным фруктовым, цитрусовым вкусом и ароматом. Это классический пример фруктового ликера, так как его основной ингред",2025-08-20T18:45:52.593170
669,Ликер curasao triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер curasao triple sec изготавливается на основе мацерации и дистилляции цедры апельсинов и других цитрусовых, что делает его классическим представителем фруктовых ликеров, а именно цитрусовых[1][2]",2025-08-20T18:46:08.165919
670,Ликер curasao вlue,RUS,23,Ликер,589.0,Фруктовый,"Ликёр Blue Curacao производится с добавлением высушенной апельсиновой корки и обладает выраженным цитрусовым (апельсиновым) вкусом и ароматом, что однозначно относит его к фруктовым ликёрам, так как о",2025-08-20T18:46:08.055123
671,Ликер de kuyper blue curasao,RUS,23,Ликер,589.0,Фруктовый,"Ликер De Kuyper Blue Curacao производится из сушеной апельсиновой корки и обладает выраженным цитрусовым (апельсиновым) вкусом и ароматом, что однозначно относит его к фруктовым ликерам, а не к кофейн",2025-08-20T18:46:30.131703
672,Ликер de kuyper crème de bananes,RUS,23,Ликер,589.0,Фруктовый,"Ликер De Kuyper Crème de Bananes производится с использованием экстракта банана и обладает выраженным вкусом и ароматом спелых бананов, что однозначно относит его к фруктовым ликерам, так как банан — ",2025-08-20T18:46:06.094590
673,Ликер de kuyper crème de cacao,RUS,23,Ликер,,,"Ликер De Kuyper Crème de Cacao производится на основе какао-бобов и ванили, то есть его основной вкус — шоколадный (какао)[1][2][3][4]. Среди доступных подкатегорий нет варианта, связанного с шоколадо",2025-08-20T18:46:07.564013
674,Ликер de kuyper crème de cassis,RUS,23,Ликер,599.0,Ягодный,"Ликёр de kuyper crème de cassis производится из чёрной смородины, что подтверждается как описанием состава, так и вкусовыми характеристиками. В классификации ликёров такие напитки относят к ягодным, п",2025-08-20T18:46:47.703402
675,Ликер de kuyper triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер De Kuyper Triple Sec обладает ярким апельсиновым вкусом и цитрусовым ароматом, что подтверждает его изготовление на основе апельсинов. Апельсин — это фрукт, поэтому наиболее точная подкатегория ",2025-08-20T18:46:45.229503
676,Ликер de kuyper wild strawberry,RUS,23,Ликер,599.0,Ягодный,"Ликер De Kuyper Wild Strawberry изготовлен из экстракта отборных ягод лесной земляники и обладает натуральным ягодным вкусом, что однозначно указывает на соответствие подкатегории 'Ягодный'[2][3][5].",2025-08-20T18:46:45.694399
677,Ликер drambuie,RUS,23,Ликер,603.0,Медовый,"Drambuie — это ликер на основе шотландского виски с добавлением мёда и ароматических трав. Вкусовой профиль напитка характеризуется выраженным медовым вкусом и ароматом, что подтверждается описаниями:",2025-08-20T18:46:48.727905
678,Ликер escorial,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Escorial классифицируется как травяной ликёр, его основными ингредиентами являются натуральные травы и специи, а также он обладает характерным травяным и пряным ароматом[3][4].",2025-08-20T18:46:45.122848
679,Ликер galliano,RUS,23,Ликер,593.0,Травяной и пряный,"Оригинальный ликер Galliano производится на основе более 30 трав, специй, корней и растительных экстрактов, что подтверждается несколькими источниками[1][3][4][5]. Основной профиль вкуса и аромата — т",2025-08-20T18:47:03.884859
680,Ликер gran marnier,RUS,23,Ликер,589.0,Фруктовый,"Ликер Grand Marnier производится на основе коньяка и дистиллята горьких померанцев (разновидность апельсина), что делает его классическим фруктовым ликером с ярко выраженным цитрусовым вкусом и аромат",2025-08-20T18:47:07.554458
681,Ликер grand marnier,RUS,23,Ликер,589.0,Фруктовый,"Grand Marnier — это ликер на основе коньяка и дистиллята горьких померанцев (разновидность апельсина), то есть его основной вкусовой профиль — фруктовый, цитрусовый. В составе нет кофе, трав, мяты, сл",2025-08-20T18:47:05.154377
682,Ликер green chartreuse,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Green Chartreuse производится на основе настоя из 130 различных трав и специй, обладает выраженным травяным и пряным вкусом и ароматом. Это классический пример травяного ликера, что полностью со",2025-08-20T18:47:07.327541
683,Ликер greenchartreuse,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Green Chartreuse производится с использованием 130 видов трав, растений и специй, обладает выраженным травяным и пряным вкусом и ароматом. В его составе преобладают ботанические и пряные ноты, ч",2025-08-20T18:47:03.910901
684,Ликер greme de menthe,RUS,23,Ликер,595.0,Мятный,"Ликер Creme de Menthe производится с использованием эфирного масла перечной мяты и обладает ярко выраженным мятным вкусом, что подтверждается описаниями продукта и его вкусовыми характеристиками[1][2]",2025-08-20T18:47:20.905449
685,Ликер gremede menthe,RUS,23,Ликер,595.0,Мятный,"Ликер 'gremede menthe' — это ликер на основе мяты, что прямо соответствует подкатегории 'Мятный'. Среди предложенных вариантов только эта подкатегория точно отражает основной ингредиент и вкус данного",2025-08-20T18:47:20.576057
686,Ликер grenadine,RUS,23,Ликер,589.0,Фруктовый,"Гренадин традиционно изготавливается на основе гранатового сока, иногда с добавлением соков других фруктов, что делает его фруктовым ликёром по составу. Подкатегория 'Ягодный' не подходит, так как гра",2025-08-20T18:47:24.161290
687,Ликер jambosala,RUS,23,Ликер,589.0,Фруктовый,"Ликер jambosala, судя по названию, вероятнее всего изготовлен на основе фрукта джамболан (или похожего тропического фрукта). Среди предложенных вариантов наиболее подходящей категорией является 'Фрукт",2025-08-20T18:47:20.790752
688,Ликер jaune chartreuså,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Chartreuse Jaune изготавливается из 130 видов растений и трав, что прямо указывает на его принадлежность к травяным и пряным ликерам[2]. Вкусовой профиль также описывается как травяной[1], что п",2025-08-20T18:47:22.723422
689,Ликер jaunechartreuså,RUS,23,Ликер,593.0,Травяной и пряный,"Jaune Chartreuse — это французский ликер, который изготавливается на основе множества трав и специй. Его основной вкусовой профиль — травяной, что полностью соответствует подкатегории 'Травяной и прян",2025-08-20T18:48:38.793023
690,Ликер kahlua,RUS,23,Ликер,591.0,Кофейный,"Kahlua — это мексиканский ликёр, основным ингредиентом которого является кофе арабика, что подтверждается как производителем, так и многочисленными источниками. Он официально классифицируется как кофе",2025-08-20T18:47:38.088405
691,Ликер kontiki,RUS,23,Ликер,589.0,Фруктовый,"Согласно источнику, ликер Kontiki производится на основе джина с добавлением лимона и грейпфрута, что указывает на его фруктовый профиль. Среди доступных подкатегорий наиболее подходящей является 'Фру",2025-08-20T18:47:38.920428
692,Ликер malibu,RUS,23,Ликер,589.0,Фруктовый,"Основной вкус и аромат ликёра Malibu — кокос, который ботанически является фруктом. В составе ликёра используется натуральный кокосовый экстракт, а также встречаются версии с другими тропическими фрук",2025-08-20T18:47:39.723162
693,Ликер maraschino,RUS,23,Ликер,589.0,Фруктовый,"Ликер maraschino производится из мараскиновой вишни, которая относится к фруктам. Основной вкус и аромат ликера обусловлен именно ягодами вишни, несмотря на присутствие миндальных нот, возникающих из ",2025-08-20T18:47:38.229120
694,Ликер midori,RUS,23,Ликер,589.0,Фруктовый,"Ликер Midori производится на основе дыни, что подтверждается составом (концентрированный сок дыни, ароматизатор дыня)[1][2][3][4]. Дыня — это фрукт, поэтому наиболее точная и специфичная подкатегория ",2025-08-20T18:48:53.987412
695,Ликер mocca,RUS,23,Ликер,591.0,Кофейный,"Ликер mocca (мокка) традиционно относится к кофейным ликёрам, так как его основной вкусовой профиль — это кофе, иногда с добавлением шоколада или сливок. Среди предложенных подкатегорий наиболее точно",2025-08-20T18:48:56.216119
696,Ликер parfait amour,RUS,23,Ликер,589.0,Фруктовый,"Ликер Parfait Amour содержит выраженные цитрусовые ноты (апельсин, лимон), а также миндаль, ваниль и цветочные компоненты (фиалка, роза, апельсиновые цветы)[1][2][4]. Среди доступных подкатегорий наиб",2025-08-20T18:48:53.287563
697,Ликер passion fruit,RUS,23,Ликер,589.0,Фруктовый,"Ликер passion fruit производится из плодов маракуйи (passion fruit), а также часто содержит другие тропические фрукты, такие как манго, ананас и кокос. Основной вкус и аромат — фруктовый, что подтверж",2025-08-20T18:48:53.437202
698,Ликер peach brandy,RUS,23,Ликер,589.0,Фруктовый,"Peach brandy — это ликёр на основе персика, а персик относится к фруктам. Согласно общепринятой классификации, ликёры с фруктовым вкусом (в том числе персиковые) относятся к подкатегории 'Фруктовый'[4",2025-08-20T18:48:52.631515
699,Ликер peach schnapps,RUS,23,Ликер,589.0,Фруктовый,"Peach schnapps — это ликёр на основе персика, то есть фруктовый ликёр. Из предложенных подкатегорий наиболее точное соответствие — 'Фруктовый', так как остальные варианты (кофейный, травяной и пряный,",2025-08-20T18:49:11.879477
700,Ликер pirshou,RUS,23,Ликер,589.0,Фруктовый,"Ликер 'pirshou', судя по названию и аналогии с ликером Peach Tree, является персиковым ликером, а персик — это фрукт. Следовательно, наиболее подходящей и конкретной подкатегорией будет 'Фруктовый' ли",2025-08-20T18:49:13.596118
702,Ликер sherry cream,RUS,23,Ликер,,,"Ингредиент 'Ликер sherry cream' относится к ликёрам на основе хереса (sherry), который является креплёным вином, а не сливками, фруктами, ягодами, орехами, мёдом, кофе, мятой или травами. В приведённо",2025-08-20T18:49:13.461515
703,Ликер southern comfort,RUS,23,Ликер,589.0,Фруктовый,"Southern Comfort — это ликер на основе виски с выраженными нотами фруктовой сладости, персиков, цитрусовых и специй. Основной вкусовой профиль — фруктовый, что подтверждается описаниями аромата и вкус",2025-08-20T18:49:12.001282
704,Ликер southerncomfor,RUS,23,Ликер,589.0,Фруктовый,"Southern Comfort — это ликер на основе виски с выраженными нотами фруктовой сладости, персиков, цитрусовых и специй. Основные вкусовые характеристики и аромат связаны именно с фруктами, что делает под",2025-08-20T18:49:26.026943
705,Ликер southerncomfort,RUS,23,Ликер,589.0,Фруктовый,"Southern Comfort — это ликер на основе виски с добавлением фруктов (особенно персика и цитрусовых), а также пряностей. Основной вкусовой профиль — фруктовая сладость с выраженными нотами персика и цит",2025-08-20T18:49:26.291812
706,Ликер sîutherncomfort,RUS,23,Ликер,589.0,Фруктовый,"Southern Comfort — это ликер на основе бурбона с добавлением фруктовых компонентов, таких как апельсиновая цедра, лимон и вишня, а также пряностей. Основной вкусовой профиль — фруктовый, поэтому наибо",2025-08-20T18:49:25.573749
707,Ликер triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер triple sec — это прозрачный ликер с ярко выраженным вкусом и ароматом апельсина, который получают путем мацерации и дистилляции кожуры апельсинов[1][2][3][4][5]. Апельсин — фрукт, поэтому наибол",2025-08-20T18:49:25.345806
708,Ликер yellowchartreuse,RUS,23,Ликер,593.0,Травяной и пряный,"Yellow Chartreuse — это французский ликёр, основой которого являются настои более 130 трав и пряностей. Его вкус и аромат ярко выраженно травяные и пряные, что полностью соответствует подкатегории 'Тр",2025-08-20T18:49:25.345940
709,Ликер Личи,RUS,23,Ликер,589.0,Фруктовый,"Ликер Личи изготавливается на основе плодов личи, что подтверждается описаниями состава и вкуса в источниках: он обладает выраженным фруктовым вкусом и ароматом личи, а также относится к десертным лик",2025-08-20T18:49:39.664762
710,Ликер из киви,RUS,23,Ликер,589.0,Фруктовый,"Основным ингредиентом ликёра из киви являются плоды киви, что однозначно относит его к фруктовым ликёрам. В большинстве рецептов и описаний акцентируется именно фруктовая основа напитка, а дополнитель",2025-08-20T18:49:39.327619
711,Ликер сreme de cacao,RUS,23,Ликер,,,"Ликер сreme de cacao — это шоколадный ликер на основе какао-бобов, не относящийся ни к одной из предложенных подкатегорий: он не фруктовый, не кофейный, не травяной, не мятный, не сливочный, не ягодны",2025-08-20T18:49:39.680905
712,Ликер сurasao,RUS,23,Ликер,589.0,Фруктовый,"Ликер Кюрасао (Curacao) производится на основе высушенной апельсиновой корки, то есть главным вкусовым компонентом являются фрукты — апельсины. Среди доступных подкатегорий наиболее точным выбором буд",2025-08-20T18:49:42.783443
713,Ликер сurasao triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер сurasao triple sec — это ликёр на основе мацерации и дистилляции цедры сладких и горьких апельсинов, то есть цитрусовых фруктов. Основной вкус и аромат — апельсиновый, что однозначно относит его",2025-08-20T18:49:43.105083
714,Ликер сurasao triplesec,RUS,23,Ликер,589.0,Фруктовый,"Ликер Curacao Triple Sec производится на основе спирта с добавлением натурального ароматизатора апельсина и обладает ярко выраженным апельсиновым вкусом, что подтверждается описаниями состава и вкуса ",2025-08-20T18:49:58.276969
726,Малиновый ликер,RUS,23,Ликер,599.0,Ягодный,"Малиновый ликер изготавливается на основе ягод малины или малинового сиропа, что прямо указывает на его принадлежность к ягодным ликерам. В доступных подкатегориях есть вариант 'Ягодный', который наиб",2025-08-20T18:50:20.700546
728,Мандариновый ликер,RUS,23,Ликер,589.0,Фруктовый,"Мандариновый ликер изготавливается на основе мандаринов, которые относятся к фруктам. В доступных подкатегориях отсутствует отдельная категория для цитрусовых, поэтому наиболее точным выбором будет 'Ф",2025-08-20T18:50:25.203598
739,Мятный ликер,RUS,23,Ликер,595.0,Мятный,"Мятный ликер изготавливается на основе мяты и обладает ярко выраженным вкусом и ароматом мяты, что полностью соответствует подкатегории 'Мятный'. Другие подкатегории, такие как 'Травяной и пряный', ме",2025-08-20T18:51:07.701873
753,Персиковый ликер,RUS,23,Ликер,589.0,Фруктовый,"Персиковый ликер производится на основе персиков, которые являются фруктами, и во всех источниках он классифицируется как фруктовый ликер. Ни одна из других подкатегорий не подходит по составу или вку",2025-08-20T18:51:34.732123
762,Светлый ликер crème de cacao,RUS,23,Ликер,,,"Светлый ликер crème de cacao производится из какао-бобов и обладает выраженным шоколадным вкусом[2][4][5]. В предоставленном списке нет подкатегории, напрямую связанной с шоколадом или какао. Подкатег",2025-08-20T18:52:08.627142
766,Серебряная текила sierra,RUS,38,Текила,579.0,Cеребряная или белая,"Серебряная текила Sierra (Sierra Silver) во всех источниках описывается как молодая, невыдержанная, прозрачная текила, что полностью соответствует подкатегории 'Cеребряная или белая'. В описаниях прям",2025-08-20T18:52:23.158053
799,Текила,RUS,38,Текила,,,"В запросе указано только общее название ингредиента — «Текила», без уточнения типа (серебряная, золотая, отдохнувшая, выдержанная, экстра-выдержанная). Для выбора конкретной подкатегории необходима до",2025-08-20T18:53:37.917804
800,Текила sierra silver,RUS,38,Текила,579.0,Cеребряная или белая,"Текила Sierra Silver является невыдержанной, прозрачной текилой, что соответствует определению 'серебряная или белая' текила. В описаниях прямо указано, что это классическая серебряная текила без выде",2025-08-20T18:53:35.828867
801,Темный ликер crème de cacao,RUS,23,Ликер,,,"Темный ликер crème de cacao изготавливается на основе какао-бобов и обладает выраженным вкусом и ароматом какао и шоколада[1][2][3][4][5]. В предоставленном списке подкатегорий отсутствует вариант, св",2025-08-20T18:53:36.177134
811,Хлебная водка,RUS,42,Водка,512.0,Пшеничная,"Хлебная водка производится на основе спирта из отборной пшеницы, что прямо указывает на соответствие подкатегории 'Пшеничная'. В составе также могут быть ржаные экстракты, но основное сырье — пшеница,",2025-08-20T18:54:02.852464
813,Шотландский виски,RUS,36,Виски,,,"Ингредиент 'Шотландский виски' — это общий термин, который охватывает все типы шотландского виски (односолодовый, зерновой, купажированный и др.)[1][2][3][4]. Ни одна из предложенных подкатегорий не п",2025-08-20T18:54:02.381633
815,Яблочный ликер,RUS,23,Ликер,589.0,Фруктовый,"Яблочный ликер изготавливается на основе яблок, которые относятся к фруктам. Согласно распространённой классификации ликёров, если вкус формируется фруктами (например, яблоком), такие ликёры относят к",2025-08-20T18:54:19.702950
819,Яичный ликер,RUS,23,Ликер,597.0,Сливочный,"Яичный ликер (например, Адвокат) традиционно содержит яичные желтки, сахар, ваниль, алкоголь и часто сливки или сгущенное молоко, что придаёт напитку характерную сливочную текстуру и вкус. В описаниях",2025-08-20T18:54:35.976224
1068,Chilled ale,ENG,6,Beer,,,"The term 'Chilled ale' is generic and does not specify a particular style or subcategory of ale. The available subcategories (such as 'Pale Ale', 'Blonde Ale', 'Red Ale', etc.) each refer to specific,",2025-08-20T19:21:08.105981
1069,Vodka (freezer-chilled),ENG,14,Vodka,,,"The ingredient 'Vodka (freezer-chilled)' refers to standard, unflavored vodka that has simply been chilled for serving. None of the available subcategories—such as 'Aniseed vodka', 'Fruit', 'Spiced', ",2025-08-20T19:21:05.637062
1070,Chilled lager or ale,ENG,6,Beer,423.0,Pale Ale,"The ingredient 'Chilled lager or ale' is a generic reference to a light, refreshing beer style, and among the available subcategories, 'Pale Ale' is the broadest and most representative style for a ge",2025-08-20T19:21:25.593680
1071,Lager or pale ale,ENG,6,Beer,423.0,Pale Ale,"The ingredient 'Lager or pale ale' refers to two distinct beer styles: lager and pale ale. Among the available subcategories, 'Pale Ale' (ID 423) specifically matches one half of the ingredient and is",2025-08-20T19:21:22.811045
1072,Guinness (or other irish stout),ENG,6,Beer,455.0,Stout,"Guinness is internationally recognized as the archetype of an Irish stout, and both its official brewery sources and beer style guides classify it specifically as a stout. The term 'Irish stout' refer",2025-08-20T19:21:24.035634
1074,Chilled beer,ENG,6,Beer,,,"The ingredient 'Chilled beer' is generic and does not specify a beer style or subcategory such as stout, pale ale, or wheat beer. None of the available subcategories can be selected without more speci",2025-08-20T19:21:22.332748
1075,Silver or gold rum,ENG,1,Rum,,,"The ingredient 'Silver or gold rum' refers to either white (silver, light) or golden (amber) rum, which are distinct subcategories. Since the ingredient does not specify a single type and instead incl",2025-08-20T19:21:38.713710
1086,Applejack (or calvados),ENG,11,Brandy,606.0,Calvados,"Calvados is a specific type of apple brandy from the Normandy region of France, and Applejack is an American apple brandy. Since the ingredient is listed as 'Applejack (or calvados)', and 'Calvados' i",2025-08-20T19:21:59.925342
1088,1½ ounces,ENG,14,Vodka,,,"The ingredient '1½ ounces' only specifies a quantity and does not provide any information about the vodka's flavor, base, or style. Without further detail (such as 'citrus vodka,' 'berry vodka,' or a ",2025-08-20T19:21:59.395574
1089,Calvados or apple brandy,ENG,11,Brandy,606.0,Calvados,"Calvados is a specific type of apple brandy produced in Normandy, France, and is recognized as a distinct subcategory of brandy. The ingredient 'Calvados or apple brandy' directly references Calvados,",2025-08-20T19:21:59.395683
1091,Cointreau or triple sec,ENG,3,Liqueur,590.0,Fruit,"Cointreau and triple sec are both orange-flavored liqueurs made primarily from the peels of bitter and sweet oranges, making 'Fruit' the most specific and accurate subcategory among the available opti",2025-08-20T19:22:11.947102
1092,Brandy (or cognac),ENG,11,Brandy,,,"The ingredient 'Brandy (or cognac)' refers to general brandy or cognac, which does not specifically match any of the provided subcategories: Calvados, Grappa, or Pisco. These are all specific types of",2025-08-20T19:22:11.971942
1094,Cointreau (or triple sec),ENG,3,Liqueur,590.0,Fruit,"Cointreau and triple sec are orange-flavored liqueurs made by steeping orange peels in alcohol, resulting in a distinct citrus (fruit) profile. The primary and defining ingredient is orange, which is ",2025-08-20T19:22:12.932130
1095,Calvados (or other apple brandy),ENG,11,Brandy,606.0,Calvados,"Calvados is a specific type of apple brandy produced in Normandy, France, and is the most precise match for 'Calvados (or other apple brandy)' among the available subcategories. The other options, 'Gr",2025-08-20T19:22:27.257721
1096,Kirsch (or other cherry brandy),ENG,11,Brandy,,,"Kirsch (or other cherry brandy) is a fruit brandy specifically distilled from cherries, known as an eau-de-vie or fruit brandy[1][2][3][4][5]. The available subcategories—'Calvados', 'Grappa', and 'Pi",2025-08-20T19:22:28.612379
1097,Calvados (or applejack),ENG,11,Brandy,606.0,Calvados,"Calvados is a specific type of apple brandy from Normandy, France, and is the most common and recognized apple brandy subcategory. Applejack is a similar apple-based brandy, and both are often grouped",2025-08-20T19:22:26.072941
1098,Cognac (or brandy),ENG,11,Brandy,,,"Cognac (or brandy) does not match any of the available subcategories ('Calvados', 'Grappa', 'Pisco'), as these are distinct types of brandy made from different base ingredients or regions. Cognac is a",2025-08-20T19:22:25.451359
1100,Crème de noyaux (or amaretto),ENG,3,Liqueur,602.0,Nut,"Crème de noyaux and amaretto are both liqueurs characterized by a distinct almond or nutty flavor, typically derived from apricot kernels, bitter almonds, or other nuts. The defining taste and aroma a",2025-08-20T19:22:43.274637
1102,Chilled apple cider,ENG,6,Beer,,,"Chilled apple cider is a fermented apple beverage classified as cider, which is distinct from beer styles such as ale, stout, or porter. None of the provided subcategories (which are all specific beer",2025-08-20T19:22:42.686358
1106,Chilled guinnes,ENG,6,Beer,455.0,Stout,"Guinness is internationally recognized as a stout, specifically an Irish stout, with its main variants including Guinness Draught and Guinness Extra Stout. The defining characteristics of Guinness—bla",2025-08-20T19:22:56.224552
1107,Vodka (or gin),ENG,14,Vodka,,,"The ingredient 'Vodka (or gin)' refers to a choice between two distinct base spirits, not a specific vodka substyle or flavor. None of the available subcategories (such as 'Aniseed vodka', 'Fruit', 'S",2025-08-20T19:22:57.247550
1110,Absinthe (or pernod),ENG,4,Absinthe,618.0,Green,"The most traditional and widely recognized form of absinthe is naturally green, known as 'la verte,' due to the chlorophyll from coloring herbs used in its production. This green color is so iconic th",2025-08-20T19:23:09.955545
1113,"Mandarine napoléon liqueur (or
triple sec)",ENG,3,Liqueur,590.0,Fruit,"Mandarine Napoléon liqueur is primarily made from mandarin oranges (a type of fruit), with its distinctive flavor and character coming from the maceration of mandarin peels and fruit in alcohol, and i",2025-08-20T19:23:10.473406
1115,Peychaud’s bitters,ENG,3,Liqueur,594.0,Herbal and Spiced,"Peychaud’s bitters is primarily characterized by its blend of herbs and spices, including anise, cloves, nutmeg, and other botanicals, making 'Herbal and Spiced' the most specific and accurate subcate",2025-08-20T19:23:26.272117
1117,Good-quality rum,ENG,1,Rum,,,"The term 'Good-quality rum' does not specify whether the rum is white, golden, or dark. Since the available subcategories are based on color and style, and 'good-quality' refers only to the standard o",2025-08-20T19:23:27.656595
1118,Aged bacardi (8 years old),ENG,1,Rum,539.0,Golden (amber),"Aged Bacardi (8 years old) is best classified as a 'golden' or 'amber' rum, as these rums are generally aged and develop a golden hue from time in wooden barrels. 'White' rums are unaged or lightly ag",2025-08-20T19:23:28.584831
1119,Pimm’s no. 1 4 to,ENG,3,Liqueur,594.0,Herbal and Spiced,"Pimm’s No. 1 is a gin-based liqueur flavored with a secret blend of herbs and spices, in addition to fruit flavors. Its defining characteristic is the combination of herbal and spiced notes, making 'H",2025-08-20T19:23:26.262833
