ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
374,Passion fruit puré,ENG,False,13.0,5.0,Other not alcohol,"Passion fruit purée is a thick, smooth blend made from the pulp of ripe passion fruits, sometimes sweetened with sugar and a small amount of water. It delivers a vibrant, tropical flavor with a balance of tartness and sweetness, making it a popular ingredient for tiki and tropical cocktails. Bartenders use it to add exotic fruit character and texture to drinks.","Passion fruit purée is not a juice or whole fruit, but a processed, non-alcoholic fruit product often containing added sugar and water. It does not fit the 'Juice' or 'Fruits' categories, and is best ",2025-08-18T17:14:54.245405
375,Passion fruit syrup,ENG,False,7.0,7.0,Syrup,"Passion fruit syrup is a sweet, tangy, and tropical-flavored syrup made by combining passion fruit pulp with sugar and water. It is commonly used in cocktails, mocktails, and other beverages to add vibrant fruitiness and acidity. Bartenders use it to enhance drinks like the Hurricane, Passion Fruit Martini, and tiki-style cocktails.","Passion fruit syrup is a non-alcoholic, sweetened liquid made specifically for mixing into drinks, fitting the definition of a 'Syrup' rather than a juice, fruit, or other non-alcoholic category. It i",2025-08-18T17:15:00.489737
376,Pastis,ENG,False,16.0,9.0,Other alcohol,"Pastis is a French anise-flavored spirit, typically bottled at 40–45% ABV, and is made by blending neutral alcohol with extracts of anise, licorice root, and other aromatic plants. It is traditionally served diluted with water, which turns it cloudy, and is commonly used as an aperitif or in cocktails for its distinctive herbal and sweet flavor.","Despite the user's note, all authoritative sources confirm that pastis is an alcoholic spirit with a minimum of 40% ABV, making 'Other alcohol' the only appropriate category from the provided list for",2025-08-18T17:15:06.584654
377,Peach,ENG,False,10.0,10.0,Fruits,"Peach is a juicy, sweet stone fruit commonly used fresh, pureed, or as a garnish in cocktails. Its vibrant flavor and aroma add a summery, refreshing note to drinks, making it ideal for both alcoholic and non-alcoholic recipes. Bartenders often use peaches in purees, muddled form, or as slices to enhance both taste and presentation.","Peach is a whole, edible fruit used directly in cocktails, either fresh, pureed, or sliced, rather than as a juice, syrup, or processed product. The most accurate category from the provided list is 'F",2025-08-18T17:15:12.064200
378,Peach bitter,RUS,True,23.0,23.0,Ликер,"Персиковый биттер — это крепкая алкогольная настойка с выраженным горьким вкусом и ароматом персика, используемая в коктейлях для придания фруктовой горчинки и глубины вкуса. Обычно содержит экстракты персика, спирт и горькие компоненты, применяется в малых дозах для балансировки сладости и усиления аромата напитка.","Биттеры, включая фруктовые варианты, относятся к группе горьких настоек и ликёров, согласно европейской классификации и барной практике. Из предложенных категорий 'Ликер' наиболее точно отражает назна",2025-08-18T17:15:17.742560
379,Peach brandy,ENG,True,11.0,11.0,Brandy,"Peach brandy is a type of brandy distilled from or flavored with peaches, offering a smooth spirit with pronounced ripe peach aroma and sweetness. It is commonly used in cocktails to add fruity depth and complexity, balancing well with citrus and other spirits.","Peach brandy is classified as a brandy because it is either distilled from fermented peaches or is a brandy base infused with peach flavor, fitting the definition of 'Brandy' rather than 'Liqueur' or ",2025-08-18T17:15:28.446646
380,Peach liqueur,ENG,True,16.0,3.0,Liqueur,"Peach liqueur is a sweet, fruit-flavored alcoholic beverage made by macerating ripe peaches in distilled alcohol and adding sugar. It typically contains 15–30% ABV and is valued for its vibrant peach aroma and balanced sweetness, making it a versatile ingredient in cocktails. Bartenders use peach liqueur to add fruity depth and sweetness to drinks such as Bellinis, Fuzzy Navels, and other summer-inspired cocktails.","Peach liqueur is classified as a liqueur because it is made by infusing peaches in alcohol and sweetening the mixture, fitting the definition of a liqueur rather than rum, vodka, or brandy. Multiple s",2025-08-18T17:15:36.947725
381,Peach nectar,ENG,False,13.0,13.0,Juice,"Peach nectar is a sweet, thick beverage made by blending ripe peaches with water and sugar, sometimes with added lemon juice for balance. It is commonly used as a mixer in cocktails and mocktails, offering a more intense peach flavor and a richer texture than standard peach juice. Its consistency and sweetness make it ideal for adding fruit character to drinks.","Peach nectar is produced by puréeing peaches with water and sweetener, resulting in a drink that is thicker and more flavorful than typical juice, but it is still fundamentally a fruit juice product. ",2025-08-18T17:15:45.705525
382,Peach schnapps,ENG,False,16.0,9.0,Other alcohol,"Peach schnapps is a sweet, peach-flavored spirit made by infusing peaches and sugar with neutral grain alcohol or vodka. It is commonly used in cocktails to add fruity flavor and aroma, and is typically clear with a moderate alcohol content. Bartenders use peach schnapps in drinks like the Bellini, Sex on the Beach, and other mixed beverages for its vibrant peach character.","Peach schnapps is an alcoholic ingredient, as confirmed by multiple sources describing its production with neutral grain spirits or vodka and its use as a spirit or liqueur in cocktails. The most appr",2025-08-18T17:15:50.974476
383,Peach slice,ENG,False,10.0,10.0,Fruits,"A peach slice is a fresh segment of peach fruit, commonly used as a garnish or muddled ingredient in cocktails. It adds a sweet, juicy flavor and vibrant color, enhancing both the taste and visual appeal of drinks. Peach slices are especially popular in summer cocktails and pair well with a variety of spirits and mixers.","A peach slice is a portion of the whole fruit, used fresh or as a garnish in cocktails, which fits the 'Fruits' category. It is not a juice, syrup, or processed product, and is non-alcoholic, making '",2025-08-18T17:15:56.375209
384,Peaches,ENG,False,10.0,10.0,Fruits,"Peaches are a juicy, sweet stone fruit commonly used in cocktails for their vibrant flavor and aromatic qualities. They can be muddled, pureed, or sliced to add natural sweetness and a fresh, summery note to drinks. Bartenders often use fresh peaches, peach purée, or peach slices as both an ingredient and garnish.","Peaches are a whole, edible fruit and are used in cocktails in their fresh, pureed, or sliced form, making 'Fruits' the most accurate category. They are not a juice, syrup, or processed product, and d",2025-08-18T17:16:01.723736
385,Pear,ENG,False,30.0,10.0,Fruits,"Pear is a sweet, juicy fruit commonly used in cocktails for its delicate flavor and aromatic qualities. Fresh pear can be muddled, sliced for garnish, or used to infuse syrups, adding subtle sweetness and complexity to drinks. Its versatility makes it suitable for both alcoholic and non-alcoholic beverages.","Pear is a whole, edible fruit and is used in cocktails in its fresh form, as a garnish, or as the base for syrups. The most accurate category from the provided list is 'Fruits', as this best describes",2025-08-18T17:16:14.015977
386,Pear brandy,ENG,True,11.0,11.0,Brandy,"Pear brandy is a clear, distilled spirit made by fermenting and distilling ripe pears, often of the Bartlett or Williams variety. It is intensely aromatic and fruit-forward, capturing the essence of fresh pears with a dry palate and subtle floral or honey notes. Pear brandy is typically enjoyed neat as a digestif or used to add vibrant pear flavor to cocktails.","Pear brandy is produced by fermenting and distilling pears, classifying it as a type of fruit brandy. It is not a liqueur, rum, vodka, or wine, but specifically fits the definition of 'Brandy' as dist",2025-08-18T17:16:19.750566
387,Pears,ENG,False,10.0,10.0,Fruits,"Pears are a sweet, juicy fruit commonly used in cocktails for their delicate flavor and aroma. Bartenders can use fresh pear slices as a garnish, muddle them for added texture, or incorporate pear juice or syrup to impart a subtle, natural sweetness to drinks. Pears pair well with herbs and spices, making them versatile for both classic and creative cocktail recipes.","Pears are botanically classified as fruit and are used in cocktails in their fresh, juiced, or muddled form, as well as in syrups. The most appropriate category from the provided list is 'Fruits', as ",2025-08-18T17:16:31.627949
388,Pepper-infused tequila,ENG,True,29.0,0.0,Tequila,"Pepper-infused tequila is a spirit made by steeping fresh or dried chili peppers—such as jalapeño, serrano, or ghost pepper—in tequila, typically blanco. This infusion imparts a bold, spicy heat and vegetal notes to the tequila, making it a popular choice for adding complexity and kick to cocktails like spicy margaritas and palomas. The intensity of the spice can be adjusted by varying the type and amount of pepper and the infusion time.","Pepper-infused tequila is fundamentally a tequila product, created by infusing peppers into tequila, usually blanco. While 'Tequila' is not listed among the available categories, none of the provided ",2025-08-18T17:16:37.773731
389,Peppermint schnapps,ENG,False,16.0,9.0,Other alcohol,"Peppermint schnapps is a clear, intensely mint-flavored liqueur made by infusing neutral spirits such as vodka or grain alcohol with peppermint extract and sweeteners. It is commonly used in cocktails, coffee drinks, and holiday beverages to add a refreshing, cooling mint note. Most commercial and homemade versions contain alcohol, though non-alcoholic peppermint schnapps essences are also available for flavoring.","The standard ingredient 'peppermint schnapps' refers to an alcoholic liqueur made with neutral spirits and peppermint flavoring, as confirmed by multiple sources. While non-alcoholic essences exist, t",2025-08-18T17:16:42.794845
390,Pernod,ENG,True,4.0,3.0,Liqueur,"Pernod is a classic French anise-flavored liqueur made from star anise, fennel, and a blend of botanicals. It is renowned for its smooth, herbal profile and is commonly used as a substitute for absinthe or pastis in cocktails. Pernod is typically enjoyed diluted with water, which turns the spirit cloudy, and is a versatile ingredient for both mixing and culinary applications.","Pernod is consistently described as an anise-flavored liqueur, not a rum, absinthe, beer, brandy, wine, or vodka. While it was originally created as an absinthe substitute, its current formulation and",2025-08-18T17:16:47.123150
391,Peychaud’s,ENG,False,16.0,5.0,Other not alcohol,"Peychaud’s is a classic aromatic cocktail bitters, originally created in New Orleans in the 19th century. It is known for its distinctive anise and cherry notes, with a bitter, herbal profile, and is essential in cocktails like the Sazerac and Vieux Carré. Although traditional Peychaud’s contains alcohol, non-alcoholic versions and substitutes are available for zero-proof cocktails.","Bitters like Peychaud’s are not consumed as standalone alcoholic beverages and are typically used in small dashes for flavoring, placing them outside standard alcohol categories. 'Other not alcohol' i",2025-08-18T17:16:56.613520
392,Peychaud’s bitter,ENG,True,16.0,3.0,Liqueur,"Peychaud’s Bitters is a classic New Orleans aromatic bitters, made by infusing neutral spirits with botanicals such as gentian root, anise, and spices. It is essential in cocktails like the Sazerac, imparting a distinctive anise and mint aroma with a bitter, complex flavor profile. With an alcohol content of around 35% ABV, it is used in dashes to add depth and balance to drinks.","While Peychaud’s Bitters is technically a bitters, the available categories do not include 'Bitters.' The most appropriate match is 'Liqueur,' as bitters are alcoholic infusions of botanicals and are ",2025-08-18T17:17:03.500700
393,Pimm’s no 1,ENG,False,16.0,9.0,Other alcohol,"Pimm’s No. 1 is a gin-based liqueur from England, flavored with fruit extracts and a secret blend of herbs and spices. It is most commonly used as the base for the classic Pimm’s Cup cocktail, typically mixed with lemonade and fresh fruit garnishes. With an ABV of 25%, it is a versatile ingredient for refreshing summer drinks.","Pimm’s No. 1 is an alcoholic spirit, specifically a gin-based liqueur, and does not fit into any non-alcoholic categories provided. The most appropriate category from the list is 'Other alcohol'.",2025-08-18T17:17:13.337505
394,Pimm’s no 14,ENG,False,16.0,9.0,Other alcohol,"Pimm’s No. 14 is not a recognized non-alcoholic ingredient; the well-known Pimm’s range consists of gin-based and other spirit-based liqueurs, with Pimm’s No. 1 being the most common. If a non-alcoholic version labeled 'Pimm’s No. 14' exists, it is not documented in standard cocktail or bartending references. Bartenders should verify the product's label and alcohol content before use.","Based on all available sources, Pimm’s products are alcoholic liqueurs, and there is no evidence of a non-alcoholic 'Pimm’s No. 14.' The closest match, Pimm’s No. 1, is a gin-based liqueur. If a non-a",2025-08-18T17:17:21.599403
395,Pinch of cinnamon,ENG,False,22.0,5.0,Other not alcohol,"A pinch of cinnamon refers to a small amount of ground cinnamon, typically used as a garnish or flavor enhancer in cocktails. It imparts a warm, aromatic, and slightly sweet-spicy note, making it ideal for both hot and cold drinks. Cinnamon is especially popular in seasonal and spiced cocktails for added depth and complexity.","Cinnamon is a spice and not a beverage, syrup, fruit, or vegetable, so the most appropriate category is 'Other not alcohol.' This category best fits dry spices and similar non-alcoholic, non-liquid in",2025-08-18T17:17:27.640983
396,Pinch of freshly cracked pepper,ENG,False,22.0,5.0,Other not alcohol,"A pinch of freshly cracked pepper is used in cocktails to add a pungent, spicy heat and a woody, aromatic complexity. Black pepper is the most common type, prized for its bold flavor and ability to enhance both savory and sweet drinks. Use sparingly to balance the cocktail without overpowering other ingredients.","Pepper is a spice and not a fruit, vegetable, juice, or syrup. It does not fit into the categories of 'Fruits', 'Vegetables', or 'Juice', and is not a beverage or alcohol. The most appropriate categor",2025-08-18T17:17:32.248861
397,Pinch of ground allspice,ENG,False,22.0,5.0,Other not alcohol,"A pinch of ground allspice is a small amount of finely milled allspice berry, a spice known for its warm, aromatic flavor reminiscent of cinnamon, nutmeg, and clove. It is used in cocktails to add depth and complexity, especially in spiced or tropical drinks. Ground allspice should be used sparingly, as its flavor is potent and can easily dominate other ingredients.","Ground allspice is a dried spice and not an alcoholic ingredient, nor does it fit categories like syrup, juice, fruit, or vegetable. 'Other not alcohol' is the most accurate category for a spice used ",2025-08-18T17:17:37.469883
398,Pinch of ground cinnamon,ENG,False,22.0,5.0,Other not alcohol,"A pinch of ground cinnamon is a common spice used in cocktails to add warmth, aroma, and a subtle spicy-sweet flavor. It is typically sprinkled on top of drinks or stirred in to enhance both the taste and presentation. Ground cinnamon is especially popular in seasonal and dessert-inspired cocktails.","Ground cinnamon is a non-alcoholic spice and does not fit categories like 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetables'. The most appropriate category is 'Other not alcohol', as it",2025-08-18T17:17:42.186354
399,Pinch of ground cloves,ENG,False,22.0,5.0,Other not alcohol,"A pinch of ground cloves is a potent spice used to impart a warm, aromatic, and slightly sweet flavor to cocktails and non-alcoholic beverages. Ground cloves are typically added sparingly due to their intense taste and are ideal for spicing up syrups, hot drinks, or as a rimming ingredient for cocktail glasses. Their distinctive aroma enhances both the flavor and sensory experience of mixed drinks.","Ground cloves are a spice and do not fit into categories like 'Syrup', 'Juice', 'Fruits', or 'Vegetables'. They are not a beverage or a syrup themselves, but rather a non-alcoholic flavoring agent, ma",2025-08-18T17:17:49.524020
400,Pinch of instant co,ENG,False,8.0,8.0,Coffee,"A pinch of instant coffee refers to a small amount of powdered coffee that dissolves quickly in liquid, providing a concentrated coffee flavor without brewing. It is commonly used in cocktails to add depth, bitterness, and aroma, and is especially useful for recipes requiring rapid preparation or subtle coffee notes. Bartenders often use instant coffee for whipped toppings or to infuse drinks with coffee essence.","The ingredient 'Pinch of instant co' most likely refers to instant coffee, which is a non-alcoholic powdered coffee product used in cocktails for flavoring. Multiple cocktail recipes specify instant c",2025-08-18T17:17:53.705754
401,Pineapple,ENG,False,10.0,10.0,Fruits,"Pineapple is a tropical fruit known for its sweet, tangy flavor and juicy texture, making it a popular ingredient in cocktails. It can be used fresh as a garnish, muddled for added texture, or juiced to impart vibrant tropical notes to drinks. Bartenders often use pineapple to balance acidity and sweetness in both classic and modern cocktail recipes.","Pineapple is a whole, edible fruit commonly used fresh, juiced, or as a garnish in cocktails, fitting best under the 'Fruits' category rather than 'Juice' or 'Other not alcohol'.",2025-08-18T17:17:59.285495
402,Pineapple juice,ENG,False,13.0,13.0,Juice,"Pineapple juice is a sweet, tropical fruit juice extracted from pineapples and is commonly used in cocktails for its vibrant flavor and acidity. It pairs well with a wide range of spirits and mixers, making it a staple in classic and modern drinks such as the Piña Colada, Pineapple Margarita, and Bahama Mama. Bartenders value its ability to add both sweetness and a refreshing tartness to beverages.","Pineapple juice is a non-alcoholic liquid extracted from fruit and is used as a mixer in cocktails, fitting the definition of 'Juice' rather than 'Fruits' or 'Other not alcohol.' The category 'Juice' ",2025-08-18T17:18:07.303478
403,Pineapple-infused rum,ENG,True,1.0,1.0,Rum,"Pineapple-infused rum is a spirit made by steeping fresh pineapple in rum, allowing the fruit's flavors to meld with the base spirit. This infusion results in a vibrant, tropical profile with pronounced pineapple notes, ideal for enhancing cocktails such as Daiquiris, Tiki drinks, or simply enjoyed neat. Bartenders use pineapple-infused rum to add complexity and a natural fruit sweetness to mixed drinks.","Pineapple-infused rum is created by infusing pineapple into rum, retaining rum as its base spirit. It is not a liqueur, as it does not contain added sugar or lower alcohol content typical of liqueurs,",2025-08-18T17:18:12.493654
404,Pisco brandy,ENG,True,11.0,11.0,Brandy,"Pisco brandy is a clear, aromatic grape brandy produced in Peru and Chile by distilling fermented grape juice. Unlike many other brandies, pisco is typically unaged or only lightly aged, preserving the fresh, floral, and fruity character of the grapes. It is a versatile spirit, commonly used in cocktails such as the Pisco Sour.","Pisco is defined as a type of grape brandy, distilled from fermented grape juice and sharing production similarities with other brandies like Cognac and Armagnac. It is not a rum, liqueur, absinthe, b",2025-08-18T17:18:25.813469
405,Plum wine,ENG,True,12.0,12.0,Wine,"Plum wine, often known as umeshu in Japan, is a sweet and fruity alcoholic beverage made by steeping plums in a base spirit (such as shochu or vodka) with sugar. It is typically enjoyed chilled, on the rocks, or as a cocktail ingredient, offering a balanced profile of tartness and sweetness with a pronounced plum aroma. Its alcohol content and production method align it with fruit wines, making it a versatile choice for bartenders.","Plum wine is classified as a fruit wine because it is made by infusing plums in alcohol and sugar, resulting in a beverage similar in style and use to other fruit wines. While some sources refer to it",2025-08-18T17:18:37.072828
406,Poire williams,ENG,True,11.0,11.0,Brandy,"Poire Williams is a clear, unsweetened fruit brandy (eau de vie) distilled from Williams pears, primarily produced in France and Switzerland. It is known for its intense, fresh pear aroma and is typically served chilled as a digestif or used in cocktails for a delicate pear flavor. Some bottles may even contain a whole pear grown inside.","Poire Williams is classified as an eau de vie, which is a type of colorless fruit brandy made by distilling fermented fruit—in this case, Williams pears. It is not a liqueur, as it is unsweetened and ",2025-08-18T17:18:43.006952
407,Pomegranate syrup,ENG,False,7.0,7.0,Syrup,"Pomegranate syrup is a sweet, ruby-red syrup made by simmering pomegranate juice with sugar, sometimes with a touch of lemon juice. It is commonly used in cocktails and mocktails to add vibrant color and a balance of tart and sweet flavors. Bartenders use it as a flavorful alternative to grenadine or to enhance both alcoholic and non-alcoholic drinks.","Pomegranate syrup is produced by reducing pomegranate juice with sugar into a thick, sweet liquid, fitting the definition of a 'Syrup' rather than a juice, fruit, or other non-alcoholic category. It i",2025-08-18T17:18:53.557758
408,Port,ENG,True,12.0,12.0,Wine,"Port is a fortified wine from Portugal, made by adding grape spirit to halt fermentation and preserve natural sweetness. It typically has an alcohol content of 19–22%, higher than most table wines, and is available in styles such as Ruby, Tawny, and White. Port's rich, sweet, and complex flavors make it a versatile ingredient in cocktails, often used to add depth and body.","Port is classified as a fortified wine, not a spirit or liqueur, and its defining characteristic is the addition of grape spirit to wine during production. Among the available categories, 'Wine' is th",2025-08-18T17:19:03.363555
409,Powdered sugar,ENG,False,22.0,5.0,Other not alcohol,"Powdered sugar is finely ground white sugar that dissolves quickly, making it ideal for sweetening cocktails and creating smooth textures without graininess. It is commonly used in classic and modern drink recipes to balance acidity and enhance flavors, especially when a rapid dissolution is needed. Bartenders often prefer powdered sugar over granulated sugar for its efficiency and consistency in mixing.","Powdered sugar is a non-alcoholic sweetener and does not fit into categories like 'Syrup', 'Juice', 'Fruits', or 'Vegetables'. The most appropriate category is 'Other not alcohol', as it encompasses m",2025-08-18T17:19:07.386482
410,Premium sake,ENG,True,14.0,12.0,Wine,"Premium sake is a Japanese alcoholic beverage brewed from rice, water, yeast, and koji mold, with some styles including a small amount of distilled alcohol to enhance aroma and texture. It is classified into grades such as Junmai, Ginjo, and Daiginjo, which reflect the rice polishing ratio and brewing methods, resulting in a refined, aromatic, and smooth drink typically around 15% ABV. Premium sake is served chilled or slightly warmed and is valued for its complex flavors and craftsmanship.","Sake is most closely related to 'Wine' among the available categories, as it is a fermented beverage made from grains (rice) rather than distilled spirits, and shares production and serving similariti",2025-08-18T17:19:13.218864
411,Premium silver tequila,ENG,True,29.0,0.0,None of the above,"Premium silver tequila, also known as blanco or plata, is a clear, unaged spirit distilled primarily from 100% blue agave. It is prized for its crisp, pure agave flavor and is commonly used in cocktails such as margaritas due to its clean, versatile profile. Silver tequila is bottled immediately after distillation, ensuring a fresh and vibrant taste ideal for mixing or sipping.","Tequila is a distinct category of spirit made from blue agave and is not classified as rum, liqueur, absinthe, beer, brandy, wine, or vodka. None of the provided categories match tequila, so 'None of ",2025-08-18T17:19:19.054500
412,Premium-quality gin,ENG,True,20.0,0.0,None of the above,"Premium-quality gin is a distilled spirit flavored predominantly with juniper berries and a variety of botanicals. It is a key base spirit in classic cocktails such as the Martini, Negroni, and Gin & Tonic, valued for its aromatic and complex flavor profile. High-quality gins are crafted with carefully selected botanicals and precise distillation methods to ensure clarity and balance.","Gin is a distinct category of spirit, separate from rum, liqueur, absinthe, beer, brandy, wine, and vodka. None of the provided categories match gin, which is defined by its juniper-forward botanical ",2025-08-18T17:19:24.780379
413,Prepared hot chocolate,ENG,False,5.0,5.0,Other not alcohol,"Prepared hot chocolate is a non-alcoholic beverage made by combining cocoa powder or chocolate with milk, water, and sugar, then heating until smooth and creamy. It is commonly used as a base for hot chocolate cocktails or served on its own, and can be customized with various garnishes or flavorings. Bartenders often use prepared hot chocolate to create warm, indulgent drinks, especially in colder seasons.","Prepared hot chocolate does not fit categories like 'Lemonade', 'Coffee', 'Syrup', 'Juice', 'Fruits', or 'Vegetables'. It is a non-alcoholic, ready-to-drink mixture, making 'Other not alcohol' the mos",2025-08-18T17:19:29.600332
414,Prickly pear juice,ENG,False,13.0,13.0,Juice,"Prickly pear juice is a vibrant, magenta-colored juice extracted from the fruit of the prickly pear cactus. It offers a subtly sweet, melon-like flavor with hints of berry, making it a unique and visually striking ingredient for cocktails and non-alcoholic beverages. Bartenders use it to add color, flavor, and a touch of exotic fruitiness to drinks.","Prickly pear juice is a non-alcoholic liquid obtained by pressing or blending the fruit of the prickly pear cactus, fitting the definition of 'Juice' rather than 'Syrup' or 'Other not alcohol.' Multip",2025-08-18T17:19:37.707953
415,Prosecco,ENG,True,12.0,12.0,Wine,"Prosecco is a sparkling white wine from the Veneto region of Italy, made primarily from the Glera grape. Known for its light, crisp, and fruity profile, Prosecco is commonly used in cocktails such as the Bellini and Aperol Spritz, as well as served on its own as an aperitif.","Prosecco is classified as a sparkling wine, not a spirit, liqueur, or beer. It is produced using traditional winemaking methods and is widely recognized as a type of wine in both the cocktail and wine",2025-08-18T17:19:44.311290
416,Puerto rican light rum,ENG,True,1.0,1.0,Rum,"Puerto Rican light rum is a clear, light-bodied rum distilled from sugarcane and aged for at least one year in oak barrels before being filtered to achieve its crystal-clear appearance. Known for its smooth, clean flavor with subtle notes of vanilla and citrus, it is highly versatile and commonly used in classic cocktails like the Daiquiri and Mojito. Major brands include Don Q and Bacardi, both renowned for producing high-quality light rums ideal for mixing.","Puerto Rican light rum is a type of rum produced in Puerto Rico, characterized by its light body and clean flavor profile. It is distilled from sugarcane and fits the definition of 'Rum' rather than l",2025-08-18T17:19:49.571951
417,Purple grape juice,ENG,False,13.0,13.0,Juice,"Purple grape juice is a non-alcoholic beverage made by pressing or blending purple grapes, most commonly Concord grapes, to extract their sweet, richly colored juice. It is widely used in cocktails and mocktails for its vibrant color and naturally sweet, fruity flavor. Purple grape juice can be used as a mixer or as a base for non-alcoholic drinks.","Purple grape juice is a liquid extracted from grapes and is consumed as a beverage or used as a mixer, fitting the definition of 'Juice' rather than 'Other not alcohol' or 'Fruits'. This is supported ",2025-08-18T17:20:04.239299
418,Puréed mango,ENG,False,10.0,10.0,Fruits,"Puréed mango is made by blending the flesh of ripe mangoes into a smooth, thick consistency. It delivers a vibrant, sweet, and tropical flavor, making it ideal for cocktails that require both texture and natural fruit sweetness. Bartenders use puréed mango to add body and fresh fruit character to drinks such as martinis, margaritas, and tropical punches.","Puréed mango is derived directly from the fruit itself and is used in cocktails for its fresh, fruity qualities. It is not a juice, syrup, or vegetable, and fits best under the 'Fruits' category, as s",2025-08-18T17:20:08.719392
419,Puréed white peaches,ENG,False,10.0,10.0,Fruits,"Puréed white peaches are made by blending ripe white peaches into a smooth, thick fruit purée. This ingredient provides a delicate, aromatic peach flavor and is commonly used in cocktails such as the Bellini, as well as in non-alcoholic beverages and desserts. It offers a fresh, natural fruit profile ideal for adding body and sweetness to drinks.","Puréed white peaches are the blended flesh of a fruit and are used primarily for their fresh fruit flavor and texture in cocktails. While they can be sweetened or mixed into syrups, the core ingredien",2025-08-18T17:20:16.194467
420,Range blossom,ENG,False,21.0,7.0,Syrup,"Range blossom most likely refers to a floral syrup, similar to orange blossom simple syrup, used to add sweet, aromatic, and citrus-floral notes to cocktails. This syrup is typically made by infusing sugar syrup with floral essences, enhancing both the aroma and flavor profile of drinks. It is a non-alcoholic ingredient commonly used in specialty and signature cocktails.","The term 'Range blossom' closely resembles 'orange blossom,' which is widely used in cocktails as a simple syrup or floral syrup to impart sweet and aromatic flavors[1][3]. Among the available categor",2025-08-18T17:20:20.698794
421,Raspberries,ENG,False,27.0,10.0,Fruits,"Raspberries are small, vibrant red berries commonly used as a fresh garnish, muddled ingredient, or flavoring in cocktails. Their tart-sweet flavor and bright color enhance both the taste and visual appeal of drinks. Bartenders often use raspberries in smashes, sours, and as a fresh addition to summer cocktails.","Raspberries are whole, edible fruits used directly in cocktails, either muddled, as a garnish, or blended. The most appropriate category is 'Fruits' because they are not processed into juice or syrup ",2025-08-18T17:20:24.780775
422,Raspberry liqueur,ENG,True,16.0,3.0,Liqueur,"Raspberry liqueur is a sweet, fruit-flavored alcoholic beverage made by infusing raspberries into a neutral spirit or brandy, often with added sugar. It typically features a vibrant raspberry aroma and flavor, with an alcohol content around 20–24%. Raspberry liqueur is commonly used in cocktails, desserts, or served neat as a cordial.","Raspberry liqueur is classified as a liqueur because it is a sweetened, flavored spirit made by infusing raspberries, as confirmed by multiple sources describing it as a fruit liqueur or spirit with a",2025-08-18T17:20:30.764342
423,Raspberry purée,ENG,False,10.0,5.0,Other not alcohol,"Raspberry purée is a smooth, seedless blend made from fresh or frozen raspberries, often sweetened with a small amount of sugar and sometimes balanced with lemon juice. It is commonly used in cocktails to add vibrant color and a tart, fruity flavor, and can also be used as a topping for desserts. Bartenders use raspberry purée for its consistency and ability to integrate easily into both shaken and stirred drinks.","Raspberry purée is not a whole fruit, juice, or syrup, but rather a processed fruit product used as a cocktail modifier. It does not fit the 'Fruits' or 'Juice' categories, nor is it a 'Syrup' since i",2025-08-18T17:20:40.627096
424,Raspberry syrup,ENG,False,7.0,7.0,Syrup,"Raspberry syrup is a sweet, fruit-flavored syrup made by combining raspberries with sugar and water, often used to add vibrant color and tart berry flavor to cocktails and mocktails. It is a versatile ingredient featured in classics like the Clover Club and Raspberry Gimlet, and can be made fresh or purchased commercially. Bartenders use raspberry syrup to balance acidity and sweetness while imparting a distinct raspberry aroma and taste.","Raspberry syrup is specifically a flavored syrup created for use in drinks, fitting the 'Syrup' category. It is not a juice, fruit, or lemonade, but a sweetened liquid extract used to flavor beverages",2025-08-18T17:20:45.994027
425,Red bull energy drink,ENG,False,5.0,5.0,Other not alcohol,"Red Bull Energy Drink is a carbonated, non-alcoholic beverage containing caffeine, taurine, B vitamins, and sugars. It is widely used in cocktails and mocktails to add energy, sweetness, and a lightly sparkling texture. Red Bull is commonly served chilled and pairs well with spirits or fruit juices in mixed drinks.","Red Bull is a non-alcoholic, carbonated energy drink and does not fit into categories like 'Lemonade', 'Syrup', 'Coffee', 'Juice', 'Fruits', or 'Vegetables'. The most accurate category from the provid",2025-08-18T17:20:52.339785
426,Red orange,RUS,False,31.0,31.0,Фрукты,"Красный апельсин — это разновидность апельсина с характерной красной или бордовой мякотью и насыщенным сладко-кислым вкусом. В барной практике используется как свежий фрукт для украшения или приготовления сока, придающего коктейлям яркий цитрусовый аромат и необычный цвет. Особенно популярен в сезон с декабря по апрель.","Красный апельсин — это свежий цитрусовый фрукт, который может использоваться как целиком, так и в виде сока или ломтиков для коктейлей. Категория 'Фрукты' наиболее точно отражает его природу и примене",2025-08-18T17:20:58.486736
427,Red pepper sauce,ENG,False,22.0,5.0,Other not alcohol,"Red pepper sauce is a non-alcoholic condiment made primarily from red peppers, vinegar, and salt, often used to add heat and flavor to cocktails and culinary dishes. It ranges from smooth, mild roasted red pepper sauces to spicy hot sauces like Tabasco, which is made from aged red peppers, vinegar, and salt. Bartenders use red pepper sauce to introduce a spicy, tangy kick to drinks such as Bloody Marys.","Red pepper sauce does not fit categories like 'Vegetables' or 'Juice' because it is a prepared condiment, not a raw ingredient or juice. It is not a syrup, lemonade, fruit, or coffee. The most accurat",2025-08-18T17:21:04.718262
